Transaction ID,IP,City,Lat,Lng,Continent,Capital,Country,Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
5be6f97f-f8c7-4de8-9e08-a5ecf57c1ef8,160.201.128.252,Nagawa,36.20482,138.25292,Asia,Tokyo,Japan,2020-03-10 11:15:16,2247.32,Neysa Shere,fe2d57196d83e7ac91c70d10dd61b21dceee45eccd11596c5c9c9fde9fa45ea3,Zacharia-Roy,8479,Miryalaguda,EUR,American Express,02/26,de0023e398111d43424845aaeee2e119249cc0567e7b585eaba5f44080b458c6,5,1,2,Online,160.201.128.252,Mobile,,"Harum atque eos est accusamus quo facilis. Veniam eaque recusandae at odit fugiat. Dolorum praesentium dicta nemo autem ratione.
Veritatis facilis deleniti dignissimos. Perferendis ad id hic quasi."
2f3ac29a-6ab2-4cc6-9e3f-08ee7e335fb4,162.90.19.53,New York,40.70592,-74.0183,North America,"Washington, D.C.",United States,2021-05-14 13:26:35,4950.72,Bhamini Sen,8c44032bbe46db926dc446ef333829ad2eeff5c0cb72ac225da7ef0ceafb5e51,Kata Inc,6190,Deoghar,EUR,American Express,04/28,5f2703a5211db19a9020f7443f6a440fbc95cda90b7c2d53912f5ce47d050056,12,1,1,In-Person,162.90.19.53,Mobile,,"In odit deleniti delectus. Maxime pariatur aspernatur. Ea sit delectus dolores.
Eius officia neque. Quis inventore vel consequatur natus saepe."
67a26b88-a9ce-4b4d-827b-1d096f424503,192.237.114.224,El Segundo,33.91871,-118.38831,North America,"Washington, D.C.",United States,2023-03-06 13:58:01,4483.83,Hunar Ravel,f31fa303ce33dd43a665aacf51094037296cd146c26a7670c9d0f82cedc03974,"Ram, Soni and Hayer",8787,Srikakulam,USD,MasterCard,07/33,983bd614bb5afece5ab3b6023f71147cd7b6bc2314f9d27af7422541c6558389,0,1,1,In-Person,192.237.114.224,Desktop,,"Repellendus atque ipsa laboriosam. Illo cupiditate cumque soluta blanditiis nesciunt quam.
Rerum delectus nihil id aperiam. Officiis possimus nostrum quaerat minima."
e1110a3d-a7aa-485d-8b23-a243c7b34028,159.100.66.250,Beek,50.91402,5.77614,Europe,Amsterdam,Netherlands,2021-02-03 01:09:26,2692.61,Devansh Goswami,6165b84deb79b69b11f01bfe757323331c8c41fd71810e746b8bef20d1e9e667,"Bora, Kurian and Edwin",8897,Udaipur,EUR,American Express,10/28,38879b6376fbabdc8fbfb85f6b11a296aca6de14093a54881b73528b62848d8c,12,1,3 or more,In-Person,159.100.66.250,Tablet,,Optio laudantium dolor aliquam at. Porro tempore quod dolore a occaecati. Tempore deserunt veniam maiores.
505fd269-2b51-45b6-80a4-583a806ca3d0,184.18.10.218,Indianapolis,39.76691,-86.15012,North America,"Washington, D.C.",United States,2021-08-19 05:58:50,584.58,Prerak Thaker,22b8adc94833e0af30c95f4f5795735eb656f47b214830edf1bd2ad59ca4e06b,Khare PLC,9710,Shimla,INR,American Express,10/30,968076be2e38cf897d4d6cea3faca9c037e1a4e3b4b7744fb2533e07751bd30a,0,1,2,Online,184.18.10.218,Tablet,psama,Nemo tempore sed doloremque commodi. Reprehenderit impedit quo cupiditate aut. Soluta aspernatur tenetur impedit nihil eligendi laudantium.
f9aa3c6b-a9bc-4c9b-a86e-7d36d2a06218,106.37.92.154,Beijing,39.9484,116.48548,Asia,Beijing,China,2023-02-28 22:53:53,1398.28,Mannat Madan,3f393aad21993bf6a772cba29aebfc94ebf39f353e6891a8f1f37ff232435968,"Kumar, Bhatia and Venkataraman",9661,Aurangabad,EUR,Visa,01/28,0791963ca2667a23cf3268ad25d7bb6ca0ed287b192869703cdbcf0e87934c33,12,1,1,In-Person,106.37.92.154,Mobile,,"Officia voluptate inventore provident. Enim totam soluta cum repudiandae optio commodi.
Explicabo accusantium itaque numquam. Pariatur rerum ullam totam nam est rem."
d14b1d46-aecc-42e2-9a17-fa9b0d91e9ce,206.116.92.198,Vancouver,49.28772,-123.11323,North America,Ottawa,Canada,2021-11-12 20:18:01,386.2,Ehsaan Krishnan,670a00a28cf2547cb7c6cc1f6c122d17674523daee6bbe6094b9bf51d31eac2e,Jani-Saini,7594,Motihari,INR,Visa,07/25,cc1af790b8e0c7460a7d41f6b57105ac04b4cac6a1edf9653bf85b006b77ee80,5,1,2,In-Person,206.116.92.198,Mobile,,"Ad voluptatem accusamus dolorem cum. Ea tenetur maxime quam laudantium.
Quo quasi sapiente. Cum pariatur deleniti alias impedit fugiat rem. Qui rerum amet dignissimos modi explicabo."
50fc6a75-ec73-432d-a398-c49deb7eaefe,183.5.210.67,Guangzhou,23.12518,113.28064,Asia,Beijing,China,2020-01-12 23:45:35,4791.56,Trisha Yadav,5ac22693b2fe36c6a5e71e309134d2165b670d0f2db8be8fb446c0ff296e723e,Sinha PLC,4934,Jehanabad,USD,American Express,04/26,fc9e91cc78e1817d80b4ba8c2dc9a638d0c57959825ee34f5e3d7688ad80dfb9,0,1,,In-Person,183.5.210.67,Tablet,,Voluptatem esse quidem consequatur nam vero rem. Culpa neque corporis soluta. Corporis accusantium earum mollitia minus saepe.
8bc1fc12-2e4a-42c2-8530-38eb3073a66f,65.85.188.10,Pleasanton,37.65909,-121.90224,North America,"Washington, D.C.",United States,2021-01-04 19:59:14,4247.08,Tushar Ram,7bd90310b83a485fb09720cd4f4b3b75bc522fe9db1aecbb5fa5a651d836da32,Date-Chaudhary,5610,Kolkata,USD,Visa,04/26,d29d53701d3c859e29e1b90028eec1ca8e2f29439198b6e036c60951fb458aa1,12,1,1,In-Person,65.85.188.10,Tablet,chawlaryan,"Iusto necessitatibus ad provident. Dolor non ex adipisci.
Fuga eaque unde eos ex distinctio atque. Quod expedita odit quaerat cumque eum."
bd93f700-8434-47d5-9eb3-5b55d390711b,190.249.157.59,Medellin,6.24589,-75.57457,South America,Bogota,Colombia,2022-12-14 00:02:45,3448.01,Armaan Walla,1535be0b91b446542d87fdd95bede57afb43cd922289ace0b2a450458a590f81,Sagar and Sons,3683,Gurgaon,USD,Visa,03/32,b9dafef03fc90f65d4f9efd71ce73bb7a024381eea09b5f909a977bd0d8d1fa4,12,1,3 or more,Online,190.249.157.59,Tablet,,Laboriosam recusandae aspernatur libero. Quam impedit ducimus harum libero. Expedita est eveniet explicabo eveniet nisi quibusdam.
4d64896c-a982-4725-b18c-da718856522e,30.116.39.82,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2023-07-15 15:45:05,2745.47,Jayant Johal,a9ded9dc7ae7f717a302246e30e4df9be2a3ac0e98f3c774edc32d6237a636fd,"Sarkar, Gaba and Jaggi",9702,Chittoor,USD,MasterCard,03/27,04a8708c3a481ced13845a30de522486895de0592222c29326d9139ec2b9df25,12,1,2,Online,30.116.39.82,Mobile,adeshpande,"Doloremque nihil odit nihil. Eos earum quae velit ipsam. Illum aliquid sequi molestias ab occaecati nam.
Aspernatur praesentium molestiae quis pariatur laborum earum esse."
4baac4c9-85ce-4885-9ab3-e493f012bcd3,205.15.180.119,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2022-12-01 02:10:35,4943.75,Samarth Dugar,0747f0a3cef672db661d853c2e6feedeb656e73617085a89e28fe89b8c8dbbd3,"Bhatt, Soni and Krish",4386,Ozhukarai,USD,MasterCard,02/28,48ce32e8ec7741594c8786e445fbed501f5a735a49522314b8e24878e2544b9e,12,1,3 or more,In-Person,205.15.180.119,Tablet,,Ducimus mollitia officiis dignissimos debitis consequuntur totam. Suscipit provident praesentium voluptatibus quia cumque.
21b6b468-431e-4562-bd8e-40c1bfb52545,182.130.24.243,Aba,33.57432,102.9598,Asia,Beijing,China,2020-02-04 18:55:03,3060.37,Yakshit Iyengar,5d82c9c2682dfb32f08e0cb98d91f1ae537a5dff709301b8fb9b46c12a310539,Bhattacharyya-Mahal,1079,Panvel,INR,American Express,04/33,98f1f17f9a73ccfe3e25940add8d9ce9bf05513104cacb84f2f1185bf5886a84,0,1,1,In-Person,182.130.24.243,Mobile,,Perferendis quidem tempore facere. Vitae mollitia neque neque.
6612a845-61c8-40b1-8347-53aeafcb148f,209.117.248.87,Ashburn,39.01121,-77.4712,North America,"Washington, D.C.",United States,2022-03-26 23:21:09,139.18,Kartik Borra,4020fdca7cee5233f2d2166f491ac04183ea4d6e6c29cd1d7c201859c3f3777e,"Walla, Ganguly and Bhavsar",6922,Maheshtala,USD,Visa,10/27,c63efd61a70d0f6b7e5de2b9e0c36adfae6d760613271650c71c90df16c71344,5,1,3 or more,Online,209.117.248.87,Desktop,divijsidhu,"Mollitia incidunt eum.
Nisi facere placeat libero. Harum molestiae id libero. Quam sint quis libero atque officiis itaque. Numquam nesciunt odio.
Explicabo ea repellat."
a383eb39-0d66-4946-a9fe-570c24cf1080,6.41.34.133,Fort Huachuca,31.55514,-110.34628,North America,"Washington, D.C.",United States,2023-05-09 07:30:58,663.25,Divit Atwal,e8b61155cf3607e6498fe6683d1b1799be08af721e224fbd80b9b0a0f4bd6d1e,Sha-Sehgal,5446,Nandyal,EUR,Visa,01/29,f7b856c054de7ccced087ad4f9413380ec494e40abc818b840aaad990ca3c5bc,12,1,2,In-Person,6.41.34.133,Tablet,,"A facilis quia provident blanditiis dolorum consectetur. Vero suscipit eveniet.
In ullam mollitia. Sint iste odit corrupti saepe."
fa1d50c8-a268-43ec-b2f0-2586eb1a4b02,194.62.166.243,Seattle,47.60621,-122.33207,North America,"Washington, D.C.",United States,2020-08-22 06:41:48,233.35,Nakul Vora,23226d7af8c982d696a5759fd41fc8766207afea4ef360767e0a3e6774e989bb,"Dhingra, Khurana and Loyal",2384,Kamarhati,USD,MasterCard,10/25,12e2c8df501501b2bb531e941a737ffa7a2a491e849c5c5841e3b6132291bc35,12,1,,Online,194.62.166.243,Tablet,,Beatae fuga dolorum aut sapiente dolor quas. Possimus nemo sint consequatur vitae modi maxime temporibus. Consectetur nam ut ut cumque.
4b205d52-f642-4aa0-9ef6-a56d8dd01c9f,177.185.33.172,Belo Horizonte,-19.91952,-43.93833,South America,Brasilia,Brazil,2020-09-18 14:41:22,60.76,Saanvi Bava,a7d9080a1c690c6c144799422ce9e61c5e7edf60353d2808b7f13074290a6a2a,Bora Ltd,5615,Mau,EUR,American Express,07/25,c24cf8d31cf7e596ba052b7ed00f169b1c2bafb941b01e277910a1c8263c3e89,12,1,,In-Person,177.185.33.172,Mobile,,"Facere nihil delectus adipisci. Modi doloribus aut quis placeat blanditiis perferendis. Maxime minus nemo tempore qui nemo deleniti.
Ullam voluptatem voluptatem. Eveniet expedita illum quis."
0eac77a6-ed57-4440-bbc6-dc9b10aa0700,55.49.59.75,Fort Huachuca,31.55514,-110.34628,North America,"Washington, D.C.",United States,2020-02-23 22:29:08,1173.95,Siya Babu,29ed56c176e3045a29b488d910127a9ef895e9a10683d5028314b07ed33baded,Wagle-Vala,3903,Sambalpur,INR,Visa,04/30,38b83caefa1ef26940f1d07bd4ec94c60809b0f88f2118e82ef8ec2d98938a84,5,1,1,Online,55.49.59.75,Desktop,zbera,Voluptate facilis repellendus. Quo eveniet exercitationem quisquam odio rerum.
8086ce78-142e-4baa-b66c-95c48537627f,223.192.226.21,Guangzhou,23.12518,113.28064,Asia,Beijing,China,2023-01-28 23:04:09,1014.02,Kiaan Varma,41db0140697130b2cf017cb5d8c1d2af8e3d1719b7bec1386fb8a856910c2e74,"Andra, Doshi and Dhar",2797,Mango,EUR,American Express,04/30,9b871512327c09ce91dd649b3f96a63b7408ef267c8cc5710114e629730cb61f,0,1,1,Online,223.192.226.21,Tablet,,"Veniam neque ipsum odio eius quos. Suscipit repellendus reprehenderit deleniti iste.
Numquam asperiores beatae pariatur. Aperiam quis alias. Ratione in odio unde quidem officiis repellendus sint."
84460375-673e-4540-b9e5-0e6a9f40f876,124.30.49.32,Thane,19.21833,72.97809,Asia,New Delhi,India,2021-07-13 20:24:52,2815.1,Anya Bakshi,4ce4de68b3652a5aaa99b7b056008f10b4e7915fce90cfca235cecf9d4e0c150,Saraf-Sur,9093,Chittoor,EUR,American Express,01/30,82ad92612238288c30b4590440ecb271690deb8e7c418c1f07b2eda4d87a6fe9,5,1,2,Online,124.30.49.32,Tablet,,Libero sapiente voluptatibus eveniet officia ipsam qui perferendis. Possimus odit unde recusandae libero eum corporis corporis.
be63b680-d445-4363-b742-ff22ce5ea121,204.61.72.170,Ashburn,39.01121,-77.4712,North America,"Washington, D.C.",United States,2021-10-19 05:38:00,1518.31,Tushar Guha,7104808e8ebe944d9900044b6ad73b61a05ff60a523b95e57a52456326f339db,Hora-Cheema,1541,Shivpuri,EUR,Visa,11/26,355d8c0ee4e5698eaed38b96aab64dbf0ad72eca3e352183be6e957e9d9230a7,12,1,2,In-Person,204.61.72.170,Tablet,,"Aliquam repudiandae commodi maiores. Voluptatibus ea laborum quod eligendi.
Facilis a eligendi.
Iure ut voluptate alias. Veniam reiciendis quos ullam. Sequi quo natus pariatur debitis veniam."
e20457f9-043c-4c26-8181-8dd605c6926a,131.57.106.244,Montgomery,32.40286,-86.24044,North America,"Washington, D.C.",United States,2020-02-07 23:08:14,825.36,Darshit Saraf,8853ca2e6dc0a91370e6be03cd4e9a4d1dad9c581c9d765e8ba22355bc4ff462,Krish LLC,2726,Tenali,EUR,MasterCard,03/33,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,12,1,2,In-Person,131.57.106.244,Tablet,,"Consequuntur esse officiis architecto eligendi. Rem cum nam labore.
Adipisci voluptates aliquid omnis alias hic. Doloremque natus eos voluptatibus ipsam eius magni."
e8120430-916d-4dc1-be15-0740187f515e,9.158.253.117,Durham,35.90841,-78.86284,North America,"Washington, D.C.",United States,2021-02-24 05:41:37,1816.77,Baiju Handa,74645a618eb7bad47b3306247f77a74261035e2dd081b9b230ccd58b75306326,Saha-Kapoor,8016,Jhansi,INR,Visa,12/32,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,12,1,1,Online,9.158.253.117,Desktop,,Delectus quod suscipit quibusdam. Occaecati recusandae nesciunt excepturi magni quos eaque. Perspiciatis eaque ipsam reiciendis at voluptatum aspernatur.
5ad4d49b-c1ca-44af-bdb4-7a82fd62ec16,168.158.119.202,Mesa,33.4094,-111.84369,North America,"Washington, D.C.",United States,2023-05-20 20:59:12,2819.97,Amani Rege,44ce4189402bf91f1784d9f1d4abcb14bef69d84223f0660ddbf8aace1b9d0a6,Gola and Sons,3826,Noida,USD,American Express,02/32,6953c2a883537cc80135516935de542987c2cd76f94d8cbf2ad004d7bf4c6195,0,1,1,In-Person,168.158.119.202,Mobile,suleadvik,"Nemo repellendus cumque cumque.
Ab soluta maxime sunt dolorem maiores a. Sunt nesciunt quas neque amet omnis incidunt. Velit a tenetur recusandae beatae. Perspiciatis quos vel possimus."
d8966074-2c4b-4025-a237-5e515a45fd9d,187.239.142.222,Tlalpan,19.28843,-99.16667,North America,Mexico City,Mexico,2020-03-19 07:10:26,496.25,Dhanush Kumar,7aac24e1582cb9bab53209319721e151a3826735b6577cbf2346583654d3bad7,Toor PLC,3088,Bhagalpur,INR,Visa,10/23,fcf1e4bf9cc9c1083647b91463e86f49c6961406c37055c7eb8ad13937a519db,12,1,2,Online,187.239.142.222,Desktop,,Incidunt aliquam animi temporibus rem. Atque officiis consequuntur harum quidem cumque. Vero ullam temporibus et laudantium accusantium similique tenetur.
46625b0b-2275-408d-8974-7c053694f96d,208.189.189.133,Houston,29.76078,-95.36952,North America,"Washington, D.C.",United States,2020-10-22 13:49:21,579.16,Zeeshan Bhakta,266a064174de1abe662c36ddd59131709b276f2b7297ec428bc37539ba73b6f2,"Kurian, Bhatia and Varkey",7057,Surat,USD,MasterCard,04/25,81aac7f5ae2e7fdd7ef4b078d9a5eb3fa5007f36da07fc2add11d4d0607bdef3,0,1,3 or more,Online,208.189.189.133,Tablet,vedikabhargava,"Est doloribus omnis a aliquam maxime. Facilis voluptas facere velit a.
Eum eum esse accusantium nihil rerum. Commodi reiciendis vitae eius reiciendis necessitatibus animi."
6b968874-811a-4aa7-8d5c-eb65d3e54e42,82.67.59.230,Paris,48.85717,2.3414,Europe,Paris,France,2020-12-28 13:58:20,1422.92,Armaan Bahl,b3257bc74e8cd850d82f05e68794a93bbc42a8dc1e4b85678c015bd8c6f23b14,Doshi-Baria,7442,Berhampore,EUR,MasterCard,09/33,501a4e61aa4f7737df0305124a39119b79a6449d2bfcc6f026da0197af2ae60b,5,1,2,Online,82.67.59.230,Tablet,sawhneylakshay,"Suscipit deleniti tempora soluta repellendus enim ab nihil. Mollitia distinctio nostrum sit. Libero est in deleniti quaerat porro suscipit.
Minus earum maxime velit. Officiis adipisci minima dicta."
f11cd5ea-1bba-401d-b352-651e9f131ec5,220.23.188.235,Tokyo,36.20482,138.25292,Asia,Tokyo,Japan,2021-08-10 02:48:00,4660.47,Nitara Gala,a712d26b95e3b38661c50019fee052a02d690b752338c8b39e6cf69f15ae7bad,Dhaliwal-Basak,2233,Maheshtala,INR,MasterCard,03/29,ac1270c5058af65025e5b2a3e3014cea69460e7d9f159ae667028e1b6eab433e,0,1,1,In-Person,220.23.188.235,Mobile,,Quia dolore rerum ex laboriosam provident voluptate quos. Hic nisi quaerat a. Tenetur molestiae neque.
847b1365-e6fd-476f-8ae9-ef23e46884d1,195.71.76.157,Munich,48.17571,11.5375,Europe,Berlin,Germany,2022-02-26 19:46:46,1500.38,Riya Goel,5660db3ee269c709ffb12180e35a81ae2131f7d1e6c492fe16069db628c11251,"Virk, Sagar and Batta",8211,Visakhapatnam,INR,Visa,08/28,219de1387a6743e583e805aad3bf0ffc69dc2107e6d233d43ee8ab62434729e9,5,1,2,In-Person,195.71.76.157,Desktop,,"Consectetur est quia dolorum dolore at tempore quos.
Esse corrupti unde accusantium reiciendis. Tempora pariatur quasi ullam harum fugiat blanditiis."
e58719ef-bce2-416c-8273-4db91e3192a6,220.146.190.102,Tokyo,35.66197,139.7038,Asia,Tokyo,Japan,2022-10-21 11:23:07,2420.15,Nirvaan Kari,cda5c84015666a9dfc4b0615d875163bb7b88125f1d2ca88e95499a2c58c215e,Shanker-Choudhary,6105,Kumbakonam,EUR,American Express,01/27,102624ac0a714fa26aa0f8569b1aa0f0f80c4b34de420d2bb9e46b3dfdbec039,12,1,1,Online,220.146.190.102,Desktop,,Doloremque similique vitae eveniet nulla. Quasi error saepe enim maxime.
6b108ead-5928-464c-a95f-3c1aceae5176,173.119.113.7,Chicago,41.88425,-87.63245,North America,"Washington, D.C.",United States,2020-07-01 22:17:24,3405.79,Tushar Loke,1564913e70675b1eb18e1e96fef3ee8f9acae95f4c5280845da0adcc3d6e6765,Divan PLC,8044,Sambhal,EUR,Visa,08/26,168167b979b5fbf412591964c809645cd7d13b52627f208fc1508dd7e6046886,0,1,3 or more,Online,173.119.113.7,Mobile,stuvansarma,Dignissimos asperiores aliquid sit doloribus aliquid. Tenetur eligendi cumque quia. Reiciendis delectus temporibus impedit dolorum quisquam distinctio numquam. Quidem culpa sequi aut qui blanditiis.
c1eb165c-fc3a-48b3-8772-6d23e44648e0,195.226.214.211,Bucharest,44.49134,26.09536,Europe,Bucharest,Romania,2022-09-19 02:24:05,1179.11,Tanya Singhal,90e94aa3a2774347aedb53cb0cedd7026d6568d6488a5b085eb54c2e342aec93,Kanda-Gandhi,3685,Hindupur,EUR,MasterCard,10/24,41e521adf8ae7a0f419ee06e1d9fb794162369237b46f64bf5b2b9969b0bcd2e,5,1,,In-Person,195.226.214.211,Tablet,sahil63,Necessitatibus ipsa quas blanditiis. Fugiat blanditiis eum cumque rerum aut autem. Iste fuga laudantium libero porro quaerat.
cdfb7243-f086-4638-9e07-f62cc9cb983d,197.52.196.202,Halwan,29.82885,31.36976,Africa,Cairo,Egypt,2020-06-17 08:54:53,1025.32,Ivana Bir,3e4e4b540fd596af3bc3ac0ed53f35d3b65b3693947c6e0dcda8c46c18fbe025,"Gour, Khurana and Bhat",9771,Ambattur,USD,Visa,07/31,a8443b1426652157edc23a7c54fb7ad2c7643b5d8c431ceb54bc29341faf7e7c,12,1,3 or more,Online,197.52.196.202,Tablet,,"Eum ea corrupti totam doloribus et. In ut fugiat inventore nihil minus nulla.
Quod esse nostrum temporibus. Explicabo nam architecto voluptas ipsam temporibus omnis."
0300fdd0-1b48-4c7d-a0f0-3850a8272df9,202.129.254.166,Japan,35.01615,135.7595,Asia,Tokyo,Japan,2023-02-08 17:01:07,33.76,Prisha Biswas,99e7b49aa08bdedba4603324936b5be1a21e9b825f445bcab6f48ed213cf4f63,"Guha, Amble and Sarraf",5767,Purnia,INR,Visa,11/26,1a6d9c97798d8997f85ed9228296d533be6b47f97217709d7e2b628e21800220,0,1,1,In-Person,202.129.254.166,Mobile,,"Quaerat inventore nisi veniam cupiditate id. Id fugit accusantium illum minima unde.
Placeat tempora laborum repudiandae. Repudiandae temporibus quos. Quia deserunt debitis ab facilis."
1f547445-e8e7-454d-bd60-4e7a0dc72403,198.164.42.250,Fredericton,45.9457,-66.64453,North America,Ottawa,Canada,2021-05-20 20:57:04,4338.28,Vaibhav Dayal,df62e93e87e2ce8e7b7b2cb293a0a1f190a36b456b53edb8419086b26582134d,Bhat-Kamdar,6940,Jaunpur,INR,American Express,10/30,9c8a49e5cd96b62294f22d7cb42fba85b83c88881b7724694e49697c17ab3b73,5,1,,In-Person,198.164.42.250,Tablet,,Alias laborum beatae sunt consequuntur provident aliquam. Quasi officia et laborum aut debitis magni.
53380619-9cea-4e28-87c5-48c2321f27c8,175.159.197.53,Kowloon,22.30394,114.18474,Asia,Hong Kong,Hong Kong,2021-07-07 15:07:11,612.06,Anika Mand,cbb61edfa3dcb0d7a97556a3fae456cf1c22fef7acec58f227788dfb988128cd,"Koshy, Bail and Baral",6135,Khammam,EUR,American Express,04/25,096012b7ebcaf56d1d63b2784d2b2bbdeae080d72ad6bd1b9f7018e62a3c37d0,5,1,3 or more,Online,175.159.197.53,Desktop,,Nesciunt ad tenetur saepe ipsam. Ad rem culpa dolorum. Autem perferendis exercitationem.
0465c70f-e684-4455-88ee-31d4c38eaf30,199.154.40.27,Fort Collins,40.55868,-105.08696,North America,"Washington, D.C.",United States,2023-06-04 14:07:55,2606.92,Myra Dalal,6f0ef1941112b64df6bd7a712f6d9ada9fa44bca726f9f7d7be030bd809d19f7,"Sahota, Dass and Ganguly",3056,Nadiad,EUR,MasterCard,03/32,0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,0,1,1,Online,199.154.40.27,Tablet,seherborra,Culpa architecto sit tenetur deleniti. Rerum suscipit eius perferendis quis voluptatibus.
197e12fa-6fd6-431e-b0c1-2b77a79a0bc7,150.46.44.4,Chiyoda City,35.69156,139.76755,Asia,Tokyo,Japan,2021-10-18 00:18:11,2482.78,Anvi Goyal,3a3cffc06a0085dad2eddda5d71750250da9fcb1382e9ab17e26187271325799,"Ben, Khalsa and Khalsa",9226,Firozabad,INR,MasterCard,10/24,af180e4359fc6179dc953abdcbdcaf7c146b53e1bee2b335e50dead11ccefa07,0,1,3 or more,In-Person,150.46.44.4,Tablet,jhanvi45,Amet praesentium eligendi quam. Recusandae explicabo praesentium adipisci. Hic occaecati architecto labore mollitia voluptatibus quisquam vel.
1fb34c61-6650-4493-b3cf-01c9aeec4853,214.111.1.129,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2021-12-15 05:14:50,689.27,Riaan Subramanian,c4c8537968b96a9eccba81cb2320bf8ddf3d8146be3bf10b16a1bb35870e8463,"Dass, Subramanian and Balay",6723,Kakinada,EUR,MasterCard,12/31,23e8b0175874e1bb3b4799e13a6634a8eddb456c1b8675b871e07ec09abc0c07,0,1,1,Online,214.111.1.129,Tablet,ngarde,Id natus tenetur sunt. Facilis ut repellat iste non sit soluta. Incidunt nostrum a necessitatibus beatae doloribus laudantium.
183f72f6-d913-475c-99d8-b65bc4ce01de,213.246.227.85,Brussels,50.84764,4.35717,Europe,Brussels,Belgium,2020-11-14 07:26:12,1742.75,Anahita De,2152aa53f1c9e87bc977afe551d760ed67d959c5ed5b96668cd8dff6decbfd03,Varma Ltd,3680,Madurai,INR,American Express,12/25,6aac0cf87a32e631536122c3f2f9a2df215f56f28792a43a8658b0593f2e5255,5,1,1,Online,213.246.227.85,Mobile,mrege,Nisi culpa minima quidem numquam labore. Recusandae aspernatur commodi cupiditate omnis facilis. Iure aliquam doloribus itaque fugiat fugiat quibusdam iusto.
2bd9e6d6-1c47-4856-b3a6-d4ef7caf1463,219.233.108.155,Shanghai,31.22337,121.49295,Asia,Beijing,China,2021-04-19 04:46:08,835.5,Kimaya Shankar,2756a7936293597594c952d0f9831909a3de0ee8a2a0945f8f8a44102a05b2ef,Hegde-Verma,2156,Visakhapatnam,USD,Visa,11/26,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0,1,,In-Person,219.233.108.155,Tablet,,"Voluptatem ratione beatae. Nihil provident enim repudiandae. Quaerat adipisci mollitia repudiandae cum.
Quidem quis maxime ex. Tenetur corrupti ut doloremque cumque."
b6bf60fb-ae0d-4ea9-a38e-49f5ccd3a43d,70.2.161.219,Fort Worth,32.75095,-97.33086,North America,"Washington, D.C.",United States,2020-09-16 15:55:58,2705.1,Anahi Kakar,dabe9529562788ef9c5a861aa7b2899a78e23e627f418e74a967a2475d65081d,Ganesan and Sons,2732,Tirupati,EUR,Visa,11/30,9f484139a27415ae2e8612bf6c65a8101a18eb5e9b7809e74ca63a45a65f17f4,0,1,1,In-Person,70.2.161.219,Tablet,traval,"Aperiam commodi corrupti corrupti assumenda quis. Nihil eum eum. Repellat eaque soluta.
Fugiat harum sint. Distinctio minus iusto ea officiis perferendis officia. Recusandae voluptate quos facere."
412293aa-1d57-4e8f-8a38-45d40e437019,158.136.105.246,Durham,43.13706,-70.93488,North America,"Washington, D.C.",United States,2020-10-18 23:52:46,1660.05,Shaan Karpe,841c3eb755a3a25aba9134dd57dee769d941da0561d63406b72f1f92990dd9fc,Rama-Rattan,4818,Kanpur,INR,Visa,08/32,6affdae3b3c1aa6aa7689e9b6a7b3225a636aa1ac0025f490cca1285ceaf1487,5,1,,In-Person,158.136.105.246,Mobile,lavanya40,Omnis ullam nihil eos vel laborum. Libero consectetur id ex. Praesentium recusandae reiciendis non possimus voluptatum.
8d962c0c-0ffd-42a5-9df4-5ececb2e0f8e,147.89.253.114,Nottingham,53.07301,-1.25277,Europe,London,United Kingdom,2022-03-16 22:22:07,4402.49,Kanav Magar,6fbcf0efc52beae895edc60ad2175dd2dc6cf70c3c29a507db444c803f704fff,"Arya, Jhaveri and Sankar",4620,Pallavaram,INR,MasterCard,01/28,fc9e91cc78e1817d80b4ba8c2dc9a638d0c57959825ee34f5e3d7688ad80dfb9,5,1,3 or more,In-Person,147.89.253.114,Mobile,,Accusantium quibusdam laudantium. Iusto voluptas voluptas inventore. Exercitationem veniam illo praesentium voluptates dolorum expedita excepturi.
7b52a3a9-68b1-40ba-855f-492e1a03615a,187.66.6.231,Sao Paulo,-23.56287,-46.65468,South America,Brasilia,Brazil,2022-03-02 01:50:09,2519.79,Jayesh Toor,24b73631cb359f52e2cdade96eb521e78dcbee3b690d3ff6ddb009bc2a10c0df,Bala-Goel,8586,Rohtak,INR,MasterCard,09/25,9e11c362bc3d3572970b973d5cd86c073da358b6f9bceaa3be65d1a6487f8819,12,1,,In-Person,187.66.6.231,Desktop,,Accusamus temporibus tempore temporibus. Aliquid quibusdam minima facere. Accusantium soluta culpa sed consectetur suscipit est.
